Date,Hardware Identifier,What Failed,Description of Failure,Action Taken
7/15/2006 10:36,Lustre Storage System 11,HSV,replaced controler B,REPLACE
7/15/2006 10:38,Lustre Storage System 15,HSV,replaced 72gb hdd 9/3,REPLACE
7/15/2006 10:39,Lustre Storage System 31,HSV,replaced 72gb hdd 10/12,REPLACE
7/17/2006 10:44,node 317,DISK,replaced 36gb hdd sda,REPLACE
7/17/2006 10:45,node 330,DIMM,1 pdt entry on dimm 0B,DIAGNOSTICS
7/17/2006 10:46,node 354,DISK,replaced 73gb hdd sdc,REPLACE
7/17/2006 10:48,node 790,DIMM,47 pdt entries on dimm 5B,DIAGNOSTICS
7/17/2006 10:49,node 879,DIMM,1 pdt entry on dimm 5A,DIAGNOSTICS
7/17/2006 10:50,node 891,OS,all diagnostics passed,DIAGNOSTICS
7/17/2006 10:53,Lustre Storage System 06,HSV,replaced 72gb hdd 6/14,REPLACE
7/17/2006 10:54,Lustre Storage System 23,HSV,replaced 72gb hdd 11/10,REPLACE
7/17/2006 10:56,PNNL-HSVTEST,HSV,replaced 72gb hdd 2/1,REPLACE
7/18/2006 10:58,node 495,DISK,replaced 73gb hdd sdh,REPLACE
7/20/2006 11:17,node 277,DISK,replaced 73gb hdd sdi,REPLACE
7/20/2006 11:18,node 395,CPU,all diagnostics passed,DIAGNOSTICS
7/20/2006 11:19,node 549,CABLE,replaced external cable on ds2100,REPLACE
7/20/2006 11:22,node 799,CPU,replaced cpu1,REPLACE
7/25/2006 8:08,node 22,DISK,replaced 73gb hdd sde,REPLACE
7/25/2006 8:09,node 31,DIMM,1 pdt entry on dimm 0A 2 pdt entries on 0B and 3A,DIAGNOSTICS
7/25/2006 8:11,node 35,OS,all diagnostics passed,DIAGNOSTICS
7/25/2006 8:12,node 262,CPU,replaced cpu0,REPLACE
7/25/2006 8:13,node 278,CPU,all diagnostics passed,DIAGNOSTICS
7/25/2006 8:14,node 528,CNTLR,replaced ds2100,REPLACE
7/25/2006 8:16,node 656,CPU,all diagnostics passed,DIAGNOSTICS
7/25/2006 8:17,node 657,PLATFORM,replaced system board,REPLACE
7/25/2006 8:19,Console Switch 58,MISC,replaced cyclades console switch,REPLACE
7/26/2006 8:23,node 174,DISK,replaced 73gb hdd sde,REPLACE
7/26/2006 8:24,node 571,OS,reboot reimage,DIAGNOSTICS
7/26/2006 8:26,Lustre Storage System 22,HSV,replaced 72gb hdd 5/12,REPLACE
7/26/2006 8:27,Lustre Storage System 24,HSV,replaced 72gb hdd 3/12,REPLACE
7/27/2006 8:30,node 197,DISK,replaced 73gb hdd sdc,REPLACE
7/28/2006 8:36,node 464,DISK,replaced 73gb hdd sde,REPLACE
7/28/2006 8:38,node 478,DIMM,3 pdt entries on dimm 0B,DIAGNOSTICS
7/28/2006 13:53,Lustre Storage System 22,HSV,replaced 72gb hdd 5/1,REPLACE
7/31/2006 13:54,node 17,CPU,replaced cpu0,REPLACE
7/31/2006 14:07,node 68,CNTLR,replaced ds2100,REPLACE
7/31/2006 14:08,node 293,DIMM,1 pdt entry on dimm 3A 2 pdt entries on dimm 1A,DIAGNOSTICS
7/31/2006 14:10,node 441,DISK,replaced 73gb hdd sdb,REPLACE
7/31/2006 14:11,node 474,DIMM,1 pdt entry on dimms 0A 1B and 2A,DIAGNOSTICS
7/31/2006 14:12,Lustre Storage System 21,HSV,replaced 72gb hdd 1/4,REPLACE
8/1/2006 13:02,node 729,CPU,replaced cpu0,REPLACE
8/1/2006 13:03,node 799,CPU,replaced cpu0,REPLACE
8/2/2006 13:05,node 31,DISK,replaced 73gb hdd sdg,REPLACE
8/2/2006 13:08,node 31,DISK,replaced 73gb hdd sdb,REPLACE
8/2/2006 13:09,node 31,DISK,replaced 73gb hdd sdc,REPLACE
8/2/2006 13:10,node 320,DISK,replaced 73gb hdd sdb,REPLACE
8/2/2006 13:12,node 487,CPU,diagnostics passed,DIAGNOSTICS
8/2/2006 13:13,node 531,DISK,replaced 73gb hdd sdg,REPLACE
8/2/2006 13:14,node 571,OS,reboot,REBOOT
8/2/2006 13:17,node 656,CPU,diagnostics passed,DIAGNOSTICS
8/2/2006 13:18,node 2,DISK,replaced 73gb hdd sdb,REPLACE
8/2/2006 13:38,node 2,DISK,replaced 73gb hdd sdg,REPLACE
8/2/2006 13:39,node 65,DISK,replaced 73gb hdd sde,REPLACE
8/2/2006 13:41,node 65,DISK,replaced 73gb hdd sdh,REPLACE
8/2/2006 13:42,node 65,DISK,replaced 73gb hdd sdi,REPLACE
8/2/2006 13:43,node 147,DISK,replaced 73gb hdd sdf,REPLACE
8/2/2006 13:44,node 147,DISK,replaced 73gb hdd sdg,REPLACE
8/2/2006 13:46,node 147,DISK,replaced 73gb hdd sdh,REPLACE
8/2/2006 13:47,node 242,DISK,replaced 73gb hdd sde,REPLACE
8/2/2006 13:48,node 272,DISK,replaced 73gb hdd sdf,REPLACE
8/2/2006 13:49,node 272,DISK,replaced 73gb hdd sdg,REPLACE
8/2/2006 13:51,node 310,DISK,replaced 73gb hdd sde,REPLACE
8/2/2006 13:52,node 339,DISK,replaced 73gb hdd sdc,REPLACE
8/2/2006 13:53,node 339,DISK,replaced 73gb hdd sdh,REPLACE
8/2/2006 13:54,Lustre Storage System 26,HSV,replaced 72gb hdd 7/5,REPLACE
8/3/2006 10:45,node 1,DISK,replaced 73gb hdd sdb,REPLACE
8/3/2006 10:47,node 242,DISK,replaced 36gb hdd sdd,REPLACE
8/3/2006 10:48,node 47,DISK,replaced 73gb hdd sdi,REPLACE
8/3/2006 10:50,node 89,DISK,replaced 73gb hdd sdg,REPLACE
8/3/2006 10:51,node 92,DISK,replaced 73gb hdd sdf,REPLACE
8/3/2006 10:53,node 101,DISK,replaced 73gb hdd sdc,REPLACE
8/3/2006 10:54,node 101,DISK,replaced 73gb hdd sdg,REPLACE
8/3/2006 10:55,node 101,DISK,replaced 73gb hdd sdh,REPLACE
8/3/2006 10:57,node 101,DISK,replaced 73gb hdd sdi,REPLACE
8/3/2006 10:58,node 130,DISK,replaced 73gb hdd sdg,REPLACE
8/3/2006 10:59,node 158,DISK,replaced 73gb hdd sdc,REPLACE
8/3/2006 11:00,node 158,DISK,replaced 73gb hdd sdi,REPLACE
8/3/2006 11:02,node 201,DISK,replaced 73gb hdd sdh,REPLACE
8/3/2006 11:06,node 214,DISK,replaced 73gb hdd sde,REPLACE
8/3/2006 11:07,node 232,DISK,replaced 73gb hdd sdg,REPLACE
8/3/2006 11:08,node 294,DISK,replaced 73gb hdd sdb,REPLACE
8/3/2006 11:10,node 294,DISK,replaced 73gb hdd sde,REPLACE
8/3/2006 11:11,node 294,DISK,replaced 73gb hdd sdi,REPLACE
8/3/2006 11:12,node 387,DISK,replaced 73gb hdd sdf,REPLACE
8/3/2006 11:13,node 387,DISK,replaced 73gb hdd sdi,REPLACE
8/3/2006 11:14,node 438,DISK,replaced 73gb hdd sdi,REPLACE
8/3/2006 11:15,node 450,DISK,replaced 73gb hdd sdg,REPLACE
8/3/2006 11:17,node 457,DISK,replaced 73gb hdd sdg,REPLACE
8/3/2006 11:18,node 526,DISK,replaced 73gb hdd sdg,REPLACE
8/3/2006 11:19,Lustre Storage System 18,HSV,replaced 72gb hdd 5/5,REPLACE
8/4/2006 14:08,node 245,DISK,replaced 73gb hdd sdc,REPLACE
8/4/2006 14:10,node 245,DISK,replaced 73gb hdd sdf,REPLACE
8/4/2006 14:11,node 730,DIMM,1 pdt entry on dimm 0A,DIAGNOSTICS
8/4/2006 14:13,node 25,DISK,replaced 73gb hdd sdh,REPLACE
8/4/2006 14:14,node 46,DISK,replaced 73gb hdd sdb,REPLACE
8/4/2006 14:15,node 60,DISK,replaced 73gb hdd sde,REPLACE
8/4/2006 14:17,node 86,DISK,replaced 73gb hdd sdi,REPLACE
8/4/2006 14:18,node 323,DISK,replaced 73gb hdd sdb,REPLACE
8/4/2006 14:19,node 323,DISK,replaced 73gb hdd sde,REPLACE
8/4/2006 14:20,node 323,DISK,replaced 73gb hdd sdg,REPLACE
8/4/2006 14:22,node 442,DISK,replaced 73gb hdd sdh,REPLACE
8/4/2006 14:23,node 506,DISK,replaced 73gb hdd sdh,REPLACE
8/4/2006 14:24,Lustre Storage System 11,HSV,replaced hsv11 controller A,REPLACE
8/5/2006 14:25,node 136,DISK,replaced 73gb hdd sdg,REPLACE
8/5/2006 14:27,node 164,DISK,replaced 73gb hdd sdg,REPLACE
8/5/2006 14:28,node 187,DISK,replaced 73gb hdd sdi,REPLACE
8/5/2006 14:29,node 212,DISK,replaced 73gb hdd sdf,REPLACE
8/5/2006 14:30,node 419,DISK,replaced 73gb hdd sdi,REPLACE
8/5/2006 14:31,node 904,DISK,replaced 36gb hdd sdb,REPLACE
8/5/2006 14:32,Lustre Storage System 05,HSV,replaced controller A,REPLACE
8/8/2006 14:47,node 31,SCSI_BP,replaced scsi backplane,REPLACE
8/8/2006 14:50,node 52,PS,hard cycle power,P_CYCLE
8/8/2006 14:51,node 52,DISK,replaced 73gb hdd sdc,REPLACE
8/8/2006 14:52,node 55,PS,hard cycle power,P_CYCLE
8/8/2006 14:53,node 357,DIMM,2 pdt entries on dimm 1B,DIAGNOSTICS
8/8/2006 14:55,node 357,DISK,replaced 73gb hdd sdb,REPLACE
8/8/2006 14:56,node 357,DISK,replaced 73gb hdd sdf,REPLACE
8/8/2006 14:57,node 357,DISK,replaced 73gb hdd sdg,REPLACE
8/8/2006 14:58,ALL,DIMM,1 pdt entry on dimms 2A and 2B,DIAGNOSTICS
8/8/2006 14:59,node 459,DISK,replaced 73gb hdd sdf,REPLACE
8/8/2006 15:00,node 597,DIMM,1 pdt entry on dimm 4B,DIAGNOSTICS
8/11/2006 15:01,node 114,DISK,replaced 73gb hdd sdf,REPLACE
8/11/2006 15:02,node 148,CPU,diagnostics passed,DIAGNOSTICS
8/11/2006 15:03,node 389,DISK,replaced 73gb hdd sdf,REPLACE
8/11/2006 15:04,node 859,DIMM,9 pdt entries on dimm 3B 1 pdt entry on dimms 1B 2B 4A and 4B,DIAGNOSTICS
8/11/2006 15:06,Lustre Storage System 13,HSV,replaced 72gb hdd 1/5,REPLACE
8/11/2006 15:07,Lustre Storage System 23,HSV,replaced 72gb hdd 10/11,REPLACE
8/11/2006 15:09,Lustre Storage System 33,HSV,replaced 72gb hdd 5/3,REPLACE
8/15/2006 13:18,node 87,DISK,replaced 73gb hdd sdg,REPLACE
8/15/2006 13:19,node 244,DISK,replaced 73gb hdd sdi,REPLACE
8/15/2006 13:20,node 279,DISK,replaced 73gb hdd sde,REPLACE
8/15/2006 13:21,node 307,DIMM,1 pdt entry on dimm 1A 3 pdt entries on dimm 1B,DIAGNOSTICS
8/15/2006 13:23,node 307,DISK,replaced 73gb hdd sdh,REPLACE
8/15/2006 13:24,node 307,DISK,replaced 73gb hdd sdi,REPLACE
8/15/2006 13:25,node 348,DIMM,1 pdt entry on dimms 0A and 1A,DIAGNOSTICS
8/15/2006 13:26,node 418,DISK,replaced 73gb hdd sdh,REPLACE
8/15/2006 13:27,node 532,DISK,replaced 73gb hdd sdb,REPLACE
8/15/2006 13:28,node 533,DISK,replaced 73gb hdd sde,REPLACE
8/15/2006 13:29,node 654,DIMM,1 pdt entry on dimm 2B,DIAGNOSTICS
8/15/2006 13:30,node 909,DIMM,1 pdt entry on dimms 1A 2A 5B,DIAGNOSTICS
8/15/2006 13:31,Lustre Storage System 11,HSV,replaced 72gb hdd 9/9,REPLACE
8/16/2006 13:35,node 11,DISK,replaced 73gb hdd sde,REPLACE
8/16/2006 13:36,node 11,DISK,replaced 73gb hdd sdh,REPLACE
8/16/2006 13:37,node 17,CABLE,replaced cable on external chain B,REPLACE
8/16/2006 13:39,node 20,DISK,replaced 73gb hdd sdb,REPLACE
8/16/2006 13:40,node 20,DISK,replaced 73gb hdd sdi,REPLACE
8/16/2006 13:42,node 70,DISK,replaced 73gb hdd sdf,REPLACE
8/16/2006 13:43,node 144,DISK,replaced 73gb hdd sde,REPLACE
8/16/2006 13:45,node 161,DISK,replaced 73gb hdd sdi,REPLACE
8/16/2006 13:46,node 164,DISK,replaced 73gb hdd sdh,REPLACE
8/16/2006 13:47,node 210,DISK,replaced 73gb hdd sdf,REPLACE
8/16/2006 13:48,node 361,DISK,replaced 73gb hdd sdc,REPLACE
8/16/2006 13:49,node 361,DISK,replaced 73gb hdd sde,REPLACE
8/16/2006 13:50,node 365,DISK,replaced 73gb hdd sdi,REPLACE
8/16/2006 13:51,node 417,DISK,replaced 73gb hdd sdf,REPLACE
8/16/2006 13:52,node 421,DISK,replaced 73gb hdd sdh,REPLACE
8/18/2006 13:54,node 0,DISK,replaced 36gb hdd sda,REPLACE
8/18/2006 13:56,node 45,DISK,replaced 73gb hdd sde,REPLACE
8/18/2006 13:57,node 265,DISK,replaced 73gb hdd sde,REPLACE
8/18/2006 13:58,node 265,DISK,replaced 73gb hdd sdh,REPLACE
8/18/2006 14:00,node 270,DISK,replaced 73gb hdd sdg,REPLACE
8/18/2006 14:01,node 372,DISK,replaced 73gb hdd sde,REPLACE
8/18/2006 14:02,node 425,DISK,replaced 73gb hdd sdb,REPLACE
8/18/2006 14:04,node 427,DISK,replaced 73gb hdd sdc,REPLACE
8/18/2006 14:05,node 427,DISK,replaced 73gb hdd sdg,REPLACE
8/18/2006 14:40,node 439,DISK,replaced 73gb hdd sdc,REPLACE
8/18/2006 14:42,node 461,DISK,replaced 73gb hdd sdc,REPLACE
8/18/2006 14:43,node 461,DISK,replaced 73gb hdd sdg,REPLACE
8/18/2006 14:44,node 463,DISK,replaced 73gb hdd sde,REPLACE
8/18/2006 14:45,node 467,DISK,replaced 73gb hdd sdi,REPLACE
8/18/2006 14:46,node 748,DIMM,1 pdt entry on dimms 2B and 3A,DIAGNOSTICS
8/21/2006 8:44,node 97,DIMM,1 pdt entry on dimms 1B 1A and 3B 2 pdt entries on dimm 2A 3 pdt entries on dim3B,DIAGNOSTICS
8/21/2006 8:46,node 109,DIMM,1 pdt entry on dimm 2B,DIAGNOSTICS
8/21/2006 8:47,node 280,DISK,replaced 73gb hdd sde,REPLACE
8/21/2006 8:48,node 433,DIMM,1 pdt entry on dimms 0A and 2B,DIAGNOSTICS
8/21/2006 8:49,node 675,DIMM,1 pdt entry on dimms 0A 3A and 4A,DIAGNOSTICS
8/22/2006 8:50,node 161,DIMM,replaced 1gb dimms 0B and 2A,REPLACE
8/22/2006 8:52,node 865,CPU,replaced cpu1,REPLACE
8/23/2006 8:53,Home Storage System 6,HSV,replaced 72gb hdd 8/13,REPLACE
8/23/2006 8:55,Lustre Storage System 04,HSV,replaced 72gb hdd 15/7,REPLACE
8/23/2006 8:57,Lustre Storage System 16,HSV,replaced 72gb hdd 11/9,REPLACE
8/23/2006 8:58,Lustre Storage System 20,HSV,replaced 72gb hdd 15/8,REPLACE
8/24/2006 9:00,node 610,CPU,all diagnostics passed,DIAGNOSTICS
8/25/2006 9:01,node 547,DISK,replaced 73gb hdd sdi,REPLACE
8/29/2006 13:33,node 41,DISK,replaced 73gb hdd sdf,REPLACE
8/29/2006 13:34,node 78,DISK,replaced 73gb hdd sdf,REPLACE
8/29/2006 13:38,node 186,DISK,replaced 73gb hdd sdf,REPLACE
8/29/2006 13:39,node 326,DISK,replaced 73gb hdd sdb,REPLACE
8/29/2006 13:41,node 341,DISK,replaced 36gb hdd sda,REPLACE
8/29/2006 13:42,Console Switch 74,CNTLR,replaced cyclades 32port switch,REPLACE
8/30/2006 13:46,node 74,DISK,replaced 73gb hdd sdg,REPLACE
8/30/2006 13:47,node 266,DISK,replaced 73gb hdd sde,REPLACE
8/30/2006 13:48,node 266,DISK,replaced 73gb hdd sdg,REPLACE
8/30/2006 13:50,node 266,DISK,replaced 73gb hdd sdi,REPLACE
8/30/2006 13:51,node 306,DISK,replaced 73gb hdd sdh,REPLACE
8/30/2006 13:52,node 318,DISK,replaced 73gb hdd sdg,REPLACE
8/30/2006 13:54,node 342,DISK,replaced 73gb hdd sdf,REPLACE
8/30/2006 13:55,node 366,DISK,replaced 73gb hdd sde,REPLACE
8/30/2006 13:56,node 370,DISK,replaced 73gb hdd sdc,REPLACE
8/30/2006 13:57,node 378,DISK,replaced 73gb hdd sde,REPLACE
8/30/2006 13:59,node 405,DISK,replaced 73gb hdd sdc,REPLACE
8/30/2006 14:00,node 475,DISK,replaced 73gb hdd sdf,REPLACE
8/30/2006 14:01,node 547,SCSI_BP,replaced scsi back plane,REPLACE
8/31/2006 14:11,node 266,OS,reimage m266,UPDATE_SW
8/31/2006 14:14,node 282,DISK,replaced 73gb hdd sde,REPLACE
8/31/2006 14:15,node 282,DISK,replaced 73gb hdd sdi,REPLACE
8/31/2006 14:16,node 325,DISK,replaced 73gb hdd sde,REPLACE
8/31/2006 14:18,node 278,DISK,replaced 73gb hdd sde,REPLACE
8/31/2006 14:19,node 332,DISK,replaced 73gb hdd sdb,REPLACE
8/31/2006 14:20,node 451,DISK,replaced 73gb hdd sdb,REPLACE
8/31/2006 14:22,node 524,DIMM,2 pdt entries on dimm 2B,DIAGNOSTICS
8/31/2006 14:23,node 557,DISK,replaced 73gb hdd sdi,REPLACE
8/31/2006 14:24,Lustre Storage System 02,HSV,replaced 72gb hdd 7/4,REPLACE
9/5/2006 14:49,node 325,CPU,all diagnostics passed,DIAGNOSTICS
9/5/2006 14:51,node 404,DIMM,1 pdt entry on dimm 1B,DIAGNOSTICS
9/5/2006 14:52,node 455,OS,all diagnostics passed,DIAGNOSTICS
9/5/2006 14:53,node 544,HSV,reseated cables diagnostics passed,RESEAT
9/6/2006 14:57,node 548,DISK,replaced 73gb hdd sdg,REPLACE
9/8/2006 15:16,node 130,OS,all diagnostics passed,DIAGNOSTICS
9/8/2006 15:17,node 131,OS,all diagnostics passed,DIAGNOSTICS
9/8/2006 15:18,node 173,DISK,replaced 73gb hdd sde,REPLACE
9/8/2006 15:19,node 231,OS,diagnostics passed,DIAGNOSTICS
9/8/2006 15:20,node 254,DISK,replaced 73gb hdd sde,REPLACE
9/8/2006 15:22,node 266,DISK,replaced 73gb hdd sdi,REPLACE
9/8/2006 15:23,node 292,DIMM,replaced 1gb dimm 2B,REPLACE
9/8/2006 15:24,node 295,DIMM,1 pdt entry on dimms 0A 2A 5 pdt entries on dimm 2B,DIAGNOSTICS
9/8/2006 15:25,node 366,DISK,replaced 73gb hdd sdi,REPLACE
9/8/2006 15:26,node 413,OS,all diagnostics passed,DIAGNOSTICS
9/8/2006 15:27,node 558,DISK,replaced 73gb hdd sde,REPLACE
9/8/2006 15:28,node 559,DISK,replaced 73gb hdd sdi,REPLACE
9/8/2006 15:30,node 607,CPU,replaced cpu1,REPLACE
9/8/2006 15:31,node 757,CPU,replaced cpu0,REPLACE
9/8/2006 15:32,Lustre Storage System 04,HSV,replaced 72gb hdd 19/2,REPLACE
9/8/2006 15:33,Lustre Storage System 05,HSV,replaced controller 57cb - controller B,REPLACE
9/8/2006 15:35,Lustre Storage System 12,HSV,replaced 72gb hdd 6/4,REPLACE
9/8/2006 15:37,Lustre Storage System 21,HSV,replaced 72gb hdd 3/4,REPLACE
9/8/2006 15:38,Home Storage System 6,HSV,replaced controller c248 - controller A,REPLACE
9/8/2006 15:40,Quadrics Switch 0 Top Level 03,ELAN4,replaced blade 3,REPLACE
9/9/2006 15:54,node 55,PS,remove power cord reconnect reboot,RESET
9/9/2006 15:56,node 156,DISK,replaced 73gb hdd sde,REPLACE
9/9/2006 15:57,node 156,DISK,replaced 73gb hdd sdi,REPLACE
9/9/2006 15:58,node 176,DISK,replaced 73gb hdd sdb,REPLACE
9/9/2006 15:59,node 196,DISK,replaced 73gb hdd sdf,REPLACE
9/9/2006 16:01,node 268,DISK,replaced 73gb hdd sdg,REPLACE
9/9/2006 16:02,node 446,DISK,replaced 73gb hdd sdb,REPLACE
9/9/2006 16:05,node 446,DISK,replaced 73gb hdd sdc,REPLACE
9/9/2006 16:06,node 446,DISK,replaced 73gb hdd sdg,REPLACE
9/9/2006 16:08,node 506,DISK,replaced 73gb hdd sdb,REPLACE
9/9/2006 16:09,node 506,DISK,replaced 73gb hdd sdc,REPLACE
9/9/2006 16:10,node 506,DISK,replaced 73gb hdd sde,REPLACE
9/9/2006 16:11,node 506,DISK,replaced 73gb hdd sdi,REPLACE
9/9/2006 16:12,node 565,DISK,replaced 73gb hdd sdb,REPLACE
9/9/2006 16:13,node 565,DISK,replaced 73gb hdd sde,REPLACE
9/9/2006 16:15,node 897,CPU,replaced cpu0,REPLACE
9/11/2006 16:18,node 144,DIMM,1 pdt entry on dimm 2B,DIAGNOSTICS
9/11/2006 16:19,node 832,DISK,replaced 36gb hdd sdb,REPLACE
9/11/2006 16:20,node 927,DISK,replaced 36gb hdd sdb,REPLACE
9/12/2006 16:21,node 147,DISK,replaced 73gb hdd sdf,REPLACE
9/12/2006 16:23,node 723,DIMM,1 pdt entry on dimm 5A,DIAGNOSTICS
9/13/2006 16:24,node 876,DIMM,replaced 512mb dimms 0A,REPLACE
9/13/2006 14:08,node 876,DIMM,Replaced 512mb dimm 4A,REPLACE
9/13/2006 14:10,node 556,PLATFORM,Replaced system board both processors pci power pod control panel control panel cable pci backplane scsi pci card and quadrics board.  Suspect main culpret to be the system board.,REPLACE
9/13/2006 14:21,node 478,DISK,Replaced 73gig drive sde,REPLACE
9/13/2006 14:23,node 478,DIMM,3 pdt entries on dimm m478,DIAGNOSTICS
9/13/2006 14:25,node 357,DIMM,2 pdt entries on dimm 1B,DIAGNOSTICS
9/13/2006 14:26,node 112,DISK,Replaced 73gig drive sdf,REPLACE
9/13/2006 14:27,Lustre Storage System 15,DISK,Replaced 72gig drive 11/12,REPLACE
9/13/2006 14:28,node 334,DIMM,Replaced  1mb dimm 1B,REPLACE
9/13/2006 14:29,node 484,DISK,Replaced 73gig drive sdc,REPLACE
9/13/2006 14:30,node 547,SCSI_BP,Replaced scsi back plane and internal cable,REPLACE
9/15/2006 14:40,node 556,DIMM,1 pdt entry on dimm 3A,DIAGNOSTICS
9/18/2006 14:41,node 176,DISK,replaced 73gig drive sdb,REPLACE
9/18/2006 14:42,node 207,DISK,replaced 73gig drive sdi,REPLACE
9/18/2006 14:43,node 245,DIMM,21 pdt entries on dimm 1B 7 pdt entries on dimm 1A,DIAGNOSTICS
9/18/2006 14:44,node 566,DISK,Replaced 73gig drive sde,REPLACE
9/18/2006 14:44,node 750,DIMM,1 pdt entry on dimms 0A 1A and 3B,DIAGNOSTICS
9/18/2006 14:45,node 453,OS,Josh is working with COE on needed logs will report back to me when he is done with it.  Once Josh was done collecting logs system was rebooted and returned to cluster.,REBOOT
9/18/2006 14:47,node 547,PLATFORM,replaced system board,REPLACE
9/18/2006 14:48,Lustre Storage System 13,HSV,Need to replace 72gig drive 2/12.  Replaced 72 gig drive 2/12.,REPLACE
9/20/2006 16:53,node 225,UNKNOWN,I (ken) accidentally rebooted wrong node placed this node back into cluster,REBOOT
9/20/2006 16:54,node 255,DISK,Replaced 73gig drive sdh.,REPLACE
9/20/2006 16:55,node 261,DIMM,1 pdt entry on dimm 1B.,DIAGNOSTICS
9/20/2006 16:56,node 491,OS,Gathered dumps from node forwarded them to COE then reinstalled the node and returned to the cluster.,UPDATE_SW
9/20/2006 16:57,node 876,DIMM,14 pdt entries on dimm 4A 6 pdt entries on dimm 0A,DIAGNOSTICS
9/21/2006 14:32,node 358,DISK,Replaced 73gig drive sdf,REPLACE
9/22/2006 21:25,node 13,CPU,All hardware passed diagnostics cleared logs and returned node to cluster,DIAGNOSTICS
9/22/2006 21:26,node 144,DIMM,1 pdt entry on dimm 2B,DIAGNOSTICS
9/22/2006 21:26,node 288,DIMM,2 pdt entries on dimm 2A 1 pdt entry on dimm 3A,DIAGNOSTICS
9/22/2006 21:27,node 358,DISK,replaced 73gig drive sdh,REPLACE
9/22/2006 21:27,node 445,DISK,replaced 36gig drive sda,REPLACE
9/22/2006 21:28,node 574,DIMM,2 pdt entries on dimm 1B 1 pdt entry on dimm 0A 2A 2B 5A and 5B,DIAGNOSTICS
9/22/2006 21:29,node 159,OS,Jared pulled necessary information off of the node rebooted failed speed test,DIAGNOSTICS
9/25/2006 17:35,node 59,DIMM,1 pdt entry on dimms 0B and 1A,DIAGNOSTICS
9/25/2006 17:36,node 418,DISK,Replaced 73gig drive sdh,REPLACE
9/25/2006 17:36,node 547,DIMM,1 pdt entry on dimm 2B returned to cluster,DIAGNOSTICS
9/25/2006 17:37,node 823,DIMM,1 pdt entry on dimms 3A and 3B,DIAGNOSTICS
9/25/2006 17:38,node 897,PLATFORM,Red #2 led err ran all diagnostics all ran to completion successfully,DIAGNOSTICS
9/25/2006 17:39,node 184,PLATFORM,err pointed to low bios battery in attempt to replace bracket broke had to replace system board replaced system board and tested ok,REPLACE
9/25/2006 17:41,node 498,DIMM,Ran diagnostics on node all passed successfully cleared logs and returned node to cluster,DIAGNOSTICS
9/25/2006 17:41,node 524,PLATFORM,Rebooted node cleared led err,REBOOT
9/25/2006 17:42,node 876,PLATFORM,Replaced system board,REPLACE
9/26/2006 19:16,node 46,CNTLR,Replaced ds2100 scsi cable and terminator,REPLACE
9/26/2006 19:18,node 54,DISK,replaced 73gig drive sdc,REPLACE
9/26/2006 19:19,node 159,DISK,bad drive was sdb replaced all drives,REPLACE
9/26/2006 19:20,node 266,DISK,Replaced 73gig drive sdi,REPLACE
9/26/2006 19:21,node 524,DISK,Replaced 73gig drive sdb,REPLACE
9/26/2006 19:21,Lustre Storage System 17,HSV,Replaced 72gig drive 2/11,REPLACE
9/26/2006 19:23,node 524,DISK,replaced 73gig drive sdf,REPLACE
9/26/2006 19:24,node 851,PLATFORM,First mca pointed to cpu 1 replaced cpu1 and still the node deconfigures cpu1 on boot need to replace system board replaced system board cpu 1 deconfigured replaced both cpus same problem replaced both power pods now have problem with cpu0 moved cpu1 to cpu0 and removed cpu0 system booted fine put new cpu into cpu1 system booted fine reimaged and returned to cluster.,DIAGNOSTICS
9/27/2006 17:22,node 621,DIMM,1 pdt entry on dimm 1B,DIAGNOSTICS
9/27/2006 17:23,node 268,DISK,Replaced 73gig drive sdc,REPLACE
9/27/2006 17:26,node 433,DISK,Replaced 73gig drive sdh,REPLACE
9/27/2006 17:28,node 541,DISK,Replaced 36gig drive sdd,REPLACE
9/28/2006 18:01,node 235,DISK,Replaced 73gig drive sde,REPLACE
9/28/2006 18:02,node 667,DIMM,Replaced dimm 4B due to entire bank deallocating.,REPLACE
9/28/2006 18:03,node 433,DISK,replaced 73gig drive sdh,REPLACE
9/29/2006 19:40,node 73,DISK,replaced 73gig drive sdb,REPLACE
9/29/2006 19:41,node 100,DIMM,1 pdt entry on dimms 0B and 3B,DIAGNOSTICS
9/29/2006 19:42,node 472,DIMM,All hardware passed diagnostics cleared logs and returned to cluster,DIAGNOSTICS
9/29/2006 19:43,node 184,DISK,slowest drive was sdh replaced all 7 drives,REPLACE
9/30/2006 12:10,node 851,CPU,Duplicate of 947 due to not sure if cpu or system board fixed overall problem. First mca pointed to cpu 1 replaced cpu1 and still the node deconfigures cpu1 on boot need to replace system board replaced system board cpu 1 deconfigured replaced both cpus same problem replaced both power pods now have problem with cpu0 moved cpu1 to cpu0 and removed cpu0 system booted fine put new cpu into cpu1 system booted fine reimaged and returned to cluster.,REPLACE
9/30/2006 12:12,node 26,DISK,Replaced 73gig drive sdc,REPLACE
9/30/2006 12:12,node 348,DISK,replaced 73gig drive sdf,REPLACE
10/2/2006 17:38,node 144,DISK,replaced 73gig drive sde,REPLACE
10/2/2006 17:39,node 173,DISK,replaced 73gig drive sdf,REPLACE
10/2/2006 17:39,node 173,DISK,replaced 73gig drive sdb,REPLACE
10/2/2006 17:40,node 295,CNTLR,replaced bottom scsi chain - ds2100 cable and terminator,REPLACE
